Age,Gender,Weight (kg),Height (m),BMI,BMI_Category,Experience_Level,Session_Duration (hours),Calories_Burned,Name of Exercise,Difficulty Level,Reps,Burns Calories (per 30 min),target_muscles,focus_area,strength,cardio,hiit,yoga,calories_norm,difficulty_norm,weight_gain_score,weight_loss_score
46.46,0,49.59,1.69,17.36,0,10,1.48,1948.72,Face Pulls,1,24.03,359.28,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.911329855,0.5,0.486699478,0.275
34.91,1,78.69,1.64,29.26,2,12,1.28,1227.78,Resistance Band Pull-Aparts,2,16.04,353.54,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.88863852,1,0.533295778,0.4
19.95,0,43.68,1.61,16.85,0,2,1.07,1297.05,Bird Dogs,0,23.94,338.99,"['core', 'lower_back']",core,0,0,0,1,0.831119545,0,0.174667932,0.05
45.03,0,65.77,1.68,23.3,1,0,0.77,507.74,Glute Bridges,1,16.97,337.06,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.82348988,0.5,0.473523482,0.275
54.02,1,47.34,1.6,18.49,0,14,1.19,1143.35,Jumping Jacks,0,23.99,336.67,['full_body'],fullbody,0,1,1,0,0.821948134,0,0.57329222,0.6
23.64,1,54.77,1.74,18.09,0,0,0.83,545.81,Leg Press,2,5.06,240.21,"['quads', 'glutes']",lowerbody,1,0,0,0,0.440623023,1,0.416093454,0.35
37.1,0,123.8,1.76,39.97,3,1,1.49,1476.44,Reverse Lunges,2,10,280.63,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.600411132,1,0.44006167,0.35
56.51,0,55.49,1.53,23.7,1,27,1.9,2224.71,Leg Press,1,15.98,328.3,"['quads', 'glutes']",lowerbody,1,0,0,0,0.788859899,0.5,0.468328985,0.275
21.65,1,110.34,1.92,29.93,2,13,1.15,1242,Plyometric Push-ups,2,19.96,345.92,"['chest', 'shoulders']",upperbody,0,0,1,0,0.85851518,1,0.378777277,0.5
19.12,0,50.68,1.68,17.96,0,15,1.22,1173.15,Thrusters,0,22.13,347.43,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.864484503,0,0.729672676,0.55
29.88,0,62.28,1.52,26.96,2,27,1.78,1389.47,Flutter Kicks,2,18.95,347.05,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.86298229,1,0.729447343,0.7
56.28,1,84.25,1.63,31.71,3,16,1.01,1336.53,Push-ups,0,19.06,362.77,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.925126502,0,0.488768975,0.2
45.02,1,52.15,1.85,15.24,0,1,1.2,1453.32,Squats,1,14.91,309.86,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.715962998,0.5,0.45739445,0.275
36.93,1,72.53,1.76,23.41,1,10,1.22,876.2,Bicep Curls,1,18.01,332.49,['biceps'],upperbody,1,0,0,0,0.805423782,0.5,0.470813567,0.275
55.15,0,87.93,1.88,24.88,1,12,1.19,856.09,Resistance Band Pull-Aparts,2,22.01,339.8,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.834321632,1,0.525148245,0.4
34,0,75.44,1.6,29.47,2,1,0.63,554.9,Seated Rows,1,24.04,362.56,"['mid_back', 'lats']",upperbody,1,0,0,0,0.924296331,0.5,0.48864445,0.275
56.15,1,108.14,1.73,36.13,3,13,1.1,1056,Squats,2,15.04,354.65,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.893026565,1,0.483953985,0.35
26.52,0,46.79,1.77,14.94,0,12,1.16,1112.67,Plank,2,21.12,357.26,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.903344402,1,0.53550166,0.4
54.07,0,68.06,1.54,28.7,2,0,0.71,468.6,Scissors Kicks,1,23.08,344.53,['lower_abs'],core,1,0,1,0,0.85302024,0.5,0.727953036,0.625
26.52,0,89.43,1.64,33.25,3,26,1.82,2602.6,Seated Rows,0,18.01,364.85,"['mid_back', 'lats']",upperbody,1,0,0,0,0.933349146,0,0.490002372,0.2
56.38,1,125.04,1.8,38.59,3,12,1.25,1648.62,Deadlift,2,21.03,366.57,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.94014864,1,0.491022296,0.35
48.4,1,56.86,1.51,24.94,1,15,1.38,1492.88,Leg Raises,0,22.89,330.53,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.797675522,0,0.469651328,0.2
55.03,0,128.13,1.68,45.4,3,13,1.13,1491.6,Seated Rows,0,20.89,357.95,"['mid_back', 'lats']",upperbody,1,0,0,0,0.906072106,0,0.485910816,0.2
18.93,1,127.62,1.93,34.26,3,15,1.27,1679.19,Pull-ups,2,16.93,341.81,"['lats', 'biceps']",upperbody,1,0,0,0,0.842267552,1,0.476340133,0.35
43.64,0,71.18,1.66,25.83,2,0,1.4,1689.38,Inverted Rows,0,25,366.04,"['upper_back', 'biceps']",upperbody,1,0,0,0,0.938053447,0,0.490708017,0.2
19.92,1,124.96,1.82,37.72,3,13,1.24,892.8,Lat Pulldowns,0,15.06,365.83,"['lats', 'biceps']",upperbody,1,0,0,0,0.937223276,0,0.490583491,0.2
33.13,0,77.88,1.66,28.26,2,13,1.28,1689.6,Mountain Climbers,1,16.98,343.86,"['core', 'shoulders', 'legs']",fullbody,0,1,1,0,0.8503716,0.5,0.57755574,0.675
49.54,0,74.01,1.55,30.81,3,0,0.89,1075.92,Russian Twists,1,22.97,344.65,"['obliques', 'abs']",core,1,0,0,0,0.853494624,0.5,0.478024194,0.275
43.96,0,125.52,1.85,36.67,3,14,1.36,1796.7,Flutter Kicks,1,16.03,349.06,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.87092821,0.5,0.730639231,0.625
57,0,83.52,1.65,30.68,3,24,1.58,1640.67,Lat Pulldowns,1,16.99,341.22,"['lats', 'biceps']",upperbody,1,0,0,0,0.839935168,0.5,0.475990275,0.275
42.93,1,56.03,1.82,16.92,0,2,1.08,952.13,Frog Jumps,1,19.06,333.04,"['glutes', 'quads']",lowerbody,0,1,1,0,0.807598039,0.5,0.571139706,0.675
57.85,0,56.1,1.7,19.41,1,1,0.75,495.45,Calf Raises,1,16.1,357.81,['calves'],lowerbody,1,0,0,0,0.905518659,0.5,0.485827799,0.275
18.36,0,63.35,1.63,23.84,2,2,0.66,581.86,Plyo Squats,0,25,358.41,"['quads', 'glutes']",lowerbody,0,0,1,0,0.907890576,0,0.386183586,0.35
19.86,0,100.4,1.91,27.52,2,15,1.36,1471.25,Resistance Band Pull-Aparts,1,21.97,342.03,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.843137255,0.5,0.526470588,0.325
47.96,0,73.09,1.59,28.91,2,11,1.18,1130.91,Incline Push-ups,1,21.98,359.47,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.912080961,0.5,0.486812144,0.275
44.38,1,78.78,1.96,20.51,1,0,1.29,1560.9,Squats,1,20.99,354.11,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.890891841,0.5,0.483633776,0.275
32.17,1,68.58,1.66,24.89,1,14,1.11,1466.42,Seated Rows,0,9.94,275.66,"['mid_back', 'lats']",upperbody,1,0,0,0,0.580763757,0,0.437114564,0.2
28.03,1,69.45,1.58,27.82,2,11,1.48,1595.74,Glute Bridges,0,23.92,334.36,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.812816256,0,0.471922438,0.2
18.49,1,64.63,1.53,27.61,3,28,1.98,1546.78,Wall Angels,0,20.03,361.45,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.919908286,0,0.187986243,0.05
47.9,1,69.04,1.74,22.8,1,12,1.47,1586.28,Lateral Raises,2,17.04,362.11,['lateral_delts'],upperbody,1,0,0,0,0.922517394,1,0.488377609,0.35
49.05,0,82.85,1.95,21.79,1,27,1.91,2733.4,Push Ups,1,20.9,370.24,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.954656863,0.5,0.493198529,0.275
58.98,0,49.72,1.95,13.08,0,5,1.07,1064.12,Thrusters,0,15.98,331.94,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.803249526,0,0.720487429,0.55
47.1,1,62.07,1.54,26.17,2,28,1.95,2031.12,Reverse Lunges,0,16.98,350.65,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.877213789,0,0.481582068,0.2
19.17,1,73.61,1.79,22.97,1,0,0.81,711.5,Jumping Jacks,2,24.86,332.67,['full_body'],fullbody,0,1,1,0,0.806135357,1,0.570920304,0.75
51.09,1,49.95,1.61,19.27,1,1,1.37,1357.53,Bird Dogs,0,16.04,351.41,"['core', 'lower_back']",core,0,0,0,1,0.880218216,0,0.182032732,0.05
41.9,1,63.34,1.77,20.22,1,14,1.31,1258.65,Windshield Wipers,2,15.92,342.83,"['obliques', 'abs']",core,1,0,0,0,0.84629981,1,0.476944972,0.35
28,1,64.28,1.62,24.49,1,0,0.67,809.96,Deadlift,2,15,342.95,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.846774194,1,0.477016129,0.35
39.98,1,63.66,1.62,24.26,1,0,1.3,1140.88,Zottman Curls,2,18.2,328.73,"['biceps', 'forearms']",upperbody,1,0,0,0,0.790559772,1,0.468583966,0.35
56.96,0,81.24,1.86,23.48,1,26,1.8,2106,Box Jumps,0,20.94,348.18,"['glutes', 'quads']",lowerbody,0,0,1,0,0.867449399,0,0.38011741,0.35
36.65,0,72.56,1.76,23.42,1,12,1.21,1595.87,Reverse Lunges,0,17.97,332.89,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.80700506,0,0.471050759,0.2
56.01,1,54.86,1.92,14.88,0,0,0.69,834.9,Russian Twists,0,20.05,331.9,"['obliques', 'abs']",core,1,0,0,0,0.803091398,0,0.47046371,0.2
56.53,1,129.7,1.95,34.11,3,0,0.99,652.81,Plyometric Push-ups,2,24.09,374.91,"['chest', 'shoulders']",upperbody,0,0,1,0,0.97311828,1,0.395967742,0.5
39.84,0,51.7,1.82,15.61,0,0,0.91,1101.1,Plyometric Push-ups,2,22.05,347.56,"['chest', 'shoulders']",upperbody,0,0,1,0,0.864998419,1,0.379749763,0.5
55.69,1,88.42,1.68,31.33,3,26,1.76,1372.8,Dead Bugs,1,22.86,339.76,"['transverse_abs', 'core']",core,1,0,0,1,0.834163504,0.5,0.525124526,0.325
47.41,0,87.41,1.64,32.5,3,27,2.02,2890.82,Prone Cobras,2,15.06,345.21,['upper_back'],upperbody,0,0,0,1,0.855708412,1,0.178356262,0.2
34.88,0,85.62,1.85,25.02,2,25,1.76,1371.74,Renegade Rows,0,23.05,355.22,"['lats', 'core']",fullbody,1,0,0,0,0.895279886,0,0.484291983,0.2
43.96,0,60.17,1.65,22.1,1,12,1.28,1381.25,Frog Jumps,0,22.94,366.54,"['glutes', 'quads']",lowerbody,0,1,1,0,0.940030044,0,0.591004507,0.6
34.84,0,44.97,1.62,17.14,0,0,0.54,652.81,Bicycle Crunches,0,19.96,336.69,"['abs', 'obliques']",core,1,0,0,0,0.822027198,0,0.47330408,0.2
42.29,0,85.37,1.81,26.06,2,27,1.54,1803.19,Lateral Raises,0,19.01,358.33,['lateral_delts'],upperbody,1,0,0,0,0.90757432,0,0.486136148,0.2
38.98,1,54.99,1.6,21.48,1,12,1.45,1043.13,Reverse Lunges,2,20.97,355.12,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.894884567,1,0.484232685,0.35
24.48,1,42.43,1.75,13.85,0,0,0.82,721.6,Incline Push-ups,1,22.03,359.65,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.912792536,0.5,0.48691888,0.275
46.92,1,68.58,1.76,22.14,1,15,1.37,1811.41,Box Jumps,2,23,332.81,"['glutes', 'quads']",lowerbody,0,0,1,0,0.806688805,1,0.371003321,0.5
24.31,1,69.29,1.75,22.63,1,0,1.41,929.75,Pistol Squats,1,22.97,363.83,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.929316888,0.5,0.489397533,0.275
22.01,1,60.71,1.53,25.93,2,23,1.82,2124.49,Zottman Curls,1,20.98,362.69,"['biceps', 'forearms']",upperbody,1,0,0,0,0.924810247,0.5,0.488721537,0.275
45.02,1,73.3,1.74,24.21,1,13,1.19,856.8,Lat Pulldowns,2,21.12,340.26,"['lats', 'biceps']",upperbody,1,0,0,0,0.836140101,1,0.475421015,0.35
38.16,0,70.26,1.52,30.41,3,11,1.18,848.18,Flutter Kicks,0,21.04,368.95,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.949557242,0,0.742433586,0.55
49.03,1,44.33,1.65,16.28,0,13,1.15,1518,Incline Push-ups,1,19.04,360.08,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.91449241,0.5,0.487173861,0.275
49.3,0,115.45,1.91,31.65,3,2,1.38,1672.84,Deadlift,1,19.98,370.49,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.955645161,0.5,0.493346774,0.275
42.18,0,63.66,1.98,16.24,0,0,1.37,902.56,Shoulder Press,0,16.89,351.13,"['deltoids', 'triceps']",upperbody,1,0,0,0,0.879111322,0,0.481866698,0.2
42.69,0,66.46,1.85,19.42,1,0,1.17,1157.25,Pull-ups,2,23.97,370.06,"['lats', 'biceps']",upperbody,1,0,0,0,0.953945288,1,0.493091793,0.35
30.29,1,70.27,1.56,28.87,2,15,1.03,1361.87,Plank,0,22.99,360.66,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.916785262,0,0.537517789,0.25
19.73,1,118.08,1.81,36.04,3,13,1.35,1458,Turkish Get-ups,0,9.92,229.52,"['full_body', 'core']",fullbody,1,0,0,1,0.398363378,0,0.459754507,0.25
37.64,0,59.3,1.72,20.04,1,11,1.07,1025.49,Plank,2,24.98,330.72,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.798426629,1,0.519763994,0.4
35.78,1,56.79,1.64,21.11,1,13,1.13,813.6,Superman,0,20.88,341.94,"['lower_back', 'glutes']",core,0,0,0,1,0.842781467,0,0.17641722,0.05
29.34,0,126.1,2,31.52,3,12,1.36,1304.51,Russian Twists,1,16.99,347.72,"['obliques', 'abs']",core,1,0,0,0,0.86563093,0.5,0.479844639,0.275
28.69,0,59.24,1.61,22.85,1,14,1.19,1143.35,Plyometric Push-ups,1,16.11,350.01,"['chest', 'shoulders']",upperbody,0,0,1,0,0.874683744,0.5,0.381202562,0.425
22.17,1,63.03,1.54,26.58,2,14,1.02,980.02,Push Ups,0,18.01,366.97,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.941729918,0,0.491259488,0.2
56.48,1,121.43,1.89,33.99,3,0,1.14,1127.57,Thrusters,2,18.98,366.43,"['legs', 'shoulders', 'core']",fullbody,1,0,1,0,0.939595193,1,0.740939279,0.7
38.14,1,61.49,1.54,25.93,2,13,1.47,1587.6,Leg Press,0,25.07,364.69,"['quads', 'glutes']",lowerbody,1,0,0,0,0.932716635,0,0.489907495,0.2
27.17,1,107.65,1.8,33.23,3,13,1.38,1324.8,Squats,1,24.09,372.43,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.963314358,0.5,0.494497154,0.275
41.04,0,74.25,1.61,28.64,2,14,1.07,771.04,Dead Bugs,0,21.94,364.37,"['transverse_abs', 'core']",core,1,0,0,1,0.931451613,0,0.539717742,0.25
25.09,0,64.33,1.71,22,1,1,1.13,1368.54,Bicycle Crunches,2,14.92,340.67,"['abs', 'obliques']",core,1,0,0,0,0.837760911,1,0.475664137,0.35
51.03,0,114.97,1.67,41.22,3,13,1.37,1808.4,Step-ups,0,15.93,355.58,"['glutes', 'quads']",lowerbody,1,0,0,0,0.896703036,0,0.484505455,0.2
21.1,1,93.4,1.73,31.21,3,0,1,880,Box Jumps,0,24.13,364.69,"['glutes', 'quads']",lowerbody,0,0,1,0,0.932716635,0,0.389907495,0.35
42.51,1,54.2,1.72,18.32,0,1,1.37,1206.7,Prone Cobras,2,22.09,334.01,['upper_back'],upperbody,0,0,0,1,0.811432638,1,0.171714896,0.2
52.03,0,47.21,1.54,19.91,1,8,1.34,960.78,Deadlifts,2,21.81,361.77,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.921173308,1,0.488175996,0.35
55.58,1,128.54,1.68,45.54,3,15,1.13,814.96,Decline Push-ups,1,20.93,358.25,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.907258065,0.5,0.48608871,0.275
54.07,1,73.04,1.78,23.05,1,2,1.27,1259.59,Flutter Kicks,0,16.89,353.55,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.888678052,0,0.733301708,0.55
23,0,78.26,1.73,26.15,2,13,1.48,1953.6,Resistance Band Pull-Aparts,2,24.86,335.01,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.815385832,1,0.522307875,0.4
33.26,0,46.05,1.89,12.89,0,14,1.46,1578.11,Flutter Kicks,2,23.96,338.21,"['lower_abs', 'hip_flexors']",core,1,0,1,0,0.828036053,1,0.724205408,0.7
54.24,1,86.09,1.93,23.11,1,27,1.74,1358.24,Face Pulls,0,15.03,348.98,"['rear_delts', 'traps']",upperbody,1,0,0,0,0.870611954,0,0.480591793,0.2
32.02,1,48.85,1.62,18.61,1,12,1.17,1262.55,Plyo Squats,2,21.99,331.48,"['quads', 'glutes']",lowerbody,0,0,1,0,0.801431056,1,0.370214658,0.5
56.29,1,54.89,1.92,14.89,0,2,0.69,608.3,Wall Angels,0,20.14,332.15,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.804079696,0,0.170611954,0.05
22.46,1,58.8,1.72,19.88,1,12,1,719.4,Plank,0,23.1,334.38,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.812895319,0,0.521934298,0.25
20.05,0,92.26,1.94,24.51,1,14,1.13,1492.84,Bear Crawls,2,16.06,351.95,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.882352941,1,0.382352941,0.5
55.9,0,88.57,1.71,30.29,3,26,1.69,2416.7,Push Ups,2,14.99,199.6,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.280083808,1,0.392012571,0.35
45.53,1,45.53,1.77,14.53,0,10,1.48,1062.94,Tricep Extensions,0,24.08,342.13,['triceps'],upperbody,1,0,0,0,0.843532574,0,0.476529886,0.2
54.31,0,74.99,1.72,25.35,2,0,0.97,640.2,Dips,0,16.95,361.77,"['chest', 'triceps']",upperbody,1,0,0,0,0.921173308,0,0.488175996,0.2
41.77,0,50.32,1.75,16.43,0,14,1.3,1405.17,Plank,2,25.03,353.67,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.889152435,1,0.533372865,0.4
51.13,1,88.28,1.62,33.64,3,26,1.56,1825.2,Lat Pulldowns,1,17.98,354.16,"['lats', 'biceps']",upperbody,1,0,0,0,0.8910895,0.5,0.483663425,0.275
44.85,0,118.13,1.95,31.07,3,13,1.07,1155.6,Bear Crawls,0,24.02,374.75,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.972485769,0,0.395872865,0.35
51.99,1,64.27,1.51,28.19,2,27,1.83,2618.91,Lateral Raises,1,23.04,361.85,['lateral_delts'],upperbody,1,0,0,0,0.921489564,0.5,0.488223435,0.275
34.74,0,101.4,1.76,32.74,3,0,0.84,1015.48,Frog Jumps,0,16,338.46,"['glutes', 'quads']",lowerbody,0,1,1,0,0.829024352,0,0.574353653,0.6
50.11,0,70.99,1.68,25.15,2,0,1.16,764.9,Wall Angels,0,12.01,259.48,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.516801075,0,0.127520161,0.05
45,0,74.02,1.75,24.17,1,14,1.14,1095.31,Step-ups,1,15.07,352.76,"['glutes', 'quads']",lowerbody,1,0,0,0,0.885555028,0.5,0.482833254,0.275
55.17,0,75.45,1.71,25.8,2,14,1.04,999.23,Turkish Get-ups,0,16.96,366.92,"['full_body', 'core']",fullbody,1,0,0,1,0.941532258,0,0.541229839,0.25
47.77,0,69.24,1.74,22.87,1,11,1.48,1418.43,Resistance Band Pull-Aparts,2,16.92,362.3,"['rear_delts', 'rhomboids']",upperbody,1,0,0,1,0.923268501,1,0.538490275,0.4
24.54,0,55.21,1.76,17.82,0,27,1.55,2218.2,Incline Push-ups,1,21.97,327.3,"['upper_chest', 'shoulders']",upperbody,1,0,0,0,0.784906705,0.5,0.467736006,0.275
43.29,1,52.92,1.59,20.93,1,2,0.82,542.18,Wall Angels,1,16.94,335.75,"['upper_back', 'shoulders']",upperbody,0,0,0,1,0.818311195,0.5,0.172746679,0.125
37.23,0,55.64,1.57,22.57,1,0,0.98,1185.8,Plyo Squats,2,24.93,341.97,"['quads', 'glutes']",lowerbody,0,0,1,0,0.842900063,1,0.376435009,0.5
46.03,0,58.96,1.7,20.4,1,26,1.52,1185.6,Dead Bugs,2,17.03,355.85,"['transverse_abs', 'core']",core,1,0,0,1,0.897770398,1,0.53466556,0.4
47.34,1,74.05,1.8,22.85,1,1,1.35,891.81,Bear Crawls,1,15.97,339.45,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.832938014,0.5,0.374940702,0.425
49.22,0,45.76,1.74,15.11,0,10,1.24,1632.71,Lateral Raises,0,21.97,332.73,['lateral_delts'],upperbody,1,0,0,0,0.806372549,0,0.470955882,0.2
24.98,0,81.33,1.95,21.39,1,25,1.94,1512.04,Superman,0,15.92,369.92,"['lower_back', 'glutes']",core,0,0,0,1,0.953391841,0,0.193008776,0.05
45.95,1,104,1.77,33.2,3,2,1.19,786.83,Pistol Squats,2,17.8,338.03,"['quads', 'glutes', 'core']",lowerbody,1,0,0,0,0.827324478,1,0.474098672,0.35
50.19,1,69.15,1.96,18,0,0,0.96,843.26,Pull-ups,0,20,336.03,"['lats', 'biceps']",upperbody,1,0,0,0,0.81941809,0,0.472912713,0.2
25.04,1,67.41,1.61,26.01,2,0,1.39,1678.84,Zottman Curls,0,18.02,369.36,"['biceps', 'forearms']",upperbody,1,0,0,0,0.951178052,0,0.492676708,0.2
53.81,1,56.95,1.75,18.6,1,24,1.77,2527.21,Calf Raises,2,23.02,356.38,['calves'],lowerbody,1,0,0,0,0.899865591,1,0.484979839,0.35
32.94,0,116.74,1.61,45.04,3,12,1.04,997.57,Plyometric Push-ups,2,15.96,377.89,"['chest', 'shoulders']",upperbody,0,0,1,0,0.984898798,1,0.39773482,0.5
23.94,0,62.52,1.79,19.51,1,13,1.41,1522.8,Lateral Raises,0,20.09,359.12,['lateral_delts'],upperbody,1,0,0,0,0.910697343,0,0.486604602,0.2
51.1,1,44.59,1.63,16.78,0,13,1.08,1166.4,Calf Raises,1,17.93,341.81,['calves'],lowerbody,1,0,0,0,0.842267552,0.5,0.476340133,0.275
34.08,1,67.3,1.68,23.84,1,1,0.66,581.33,Dragon Flags,1,15.14,365.16,"['core', 'hip_flexors']",core,1,0,0,0,0.934574636,0.5,0.490186195,0.275
25.93,0,53.49,1.53,22.85,1,0,1.15,759,Plyometric Push-ups,0,17.98,365.84,"['chest', 'shoulders']",upperbody,0,0,1,0,0.937262808,0,0.390589421,0.35
50.73,1,65.02,1.6,25.4,2,11,1.5,1976.7,Bird Dogs,1,22.92,339.7,"['core', 'lower_back']",core,0,0,0,1,0.833926312,0.5,0.175088947,0.125
29.6,0,78.47,1.77,25.05,2,10,1.41,1012.66,Push-ups,1,15.09,352.31,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.883776091,0.5,0.482566414,0.275
54.04,0,65.14,1.53,27.83,2,27,1.73,1800.58,Bird Dogs,2,15,365.99,"['core', 'lower_back']",core,0,0,0,1,0.937855787,1,0.190678368,0.2
45.81,0,57.17,1.6,22.33,1,3,0.89,1079.84,Deadlifts,2,19.97,350.25,"['glutes', 'hamstrings', 'back']",fullbody,1,0,0,0,0.875632511,1,0.481344877,0.35
41.15,0,83.43,1.66,30.28,3,25,1.96,2036.83,Glute Bridges,0,15.05,346.67,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.861480076,0,0.479222011,0.2
57.18,1,122.26,1.89,34.23,3,1,1.13,746.48,Push Ups,0,19,364.81,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.933191018,0,0.489978653,0.2
30.46,1,67.88,1.75,22.16,1,1,1.26,1525.99,Push-ups,2,21.06,358.75,"['chest', 'shoulders', 'triceps']",upperbody,1,0,0,0,0.909234662,1,0.486385199,0.35
47.25,1,86.89,1.99,21.94,1,28,1.97,2051.95,Bear Crawls,2,15.95,368.95,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.949557242,1,0.392433586,0.5
18.97,0,71.99,1.94,19.13,1,10,1.17,1540.54,Bicep Curls,2,16.87,340.23,['biceps'],upperbody,1,0,0,0,0.836021505,1,0.475403226,0.35
52.15,1,61.14,1.69,21.41,1,27,1.81,2119.33,Lat Pulldowns,1,15.01,335.29,"['lats', 'biceps']",upperbody,1,0,0,0,0.816492726,0.5,0.472473909,0.275
35.81,0,57.34,1.77,18.3,0,25,1.64,1278.22,Reverse Lunges,0,21.06,357.73,"['glutes', 'hamstrings']",lowerbody,1,0,0,0,0.905202404,0,0.485780361,0.2
53.8,1,54.64,1.71,18.69,1,2,0.76,502.51,Turkish Get-ups,1,15.01,351.65,"['full_body', 'core']",fullbody,1,0,0,1,0.881166983,0.5,0.532175047,0.325
51.96,1,58.28,1.56,23.95,1,25,1.66,1725.07,Bulgarian Split Squats,2,22.04,353.63,"['quads', 'glutes']",lowerbody,1,0,0,0,0.888994307,1,0.483349146,0.35
50.7,1,64.56,1.6,25.22,2,13,1.5,1980,Dips,0,22.89,339.88,"['chest', 'triceps']",upperbody,1,0,0,0,0.834637887,0,0.475195683,0.2
22.07,0,116.73,1.68,41.36,3,11,1.24,891.31,Leg Raises,2,24.02,369.42,"['lower_abs', 'hip_flexors']",core,1,0,0,0,0.951415244,1,0.492712287,0.35
43.86,1,94.05,1.84,27.78,2,15,1.26,908.71,Rows,0,21.02,335.44,"['lats', 'rhomboids']",upperbody,1,0,0,0,0.817085705,0,0.472562856,0.2
24.45,1,59.58,1.76,19.23,1,0,0.63,623.13,Squats,2,20.98,339.98,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.835033207,1,0.475254981,0.35
31.04,0,49.95,1.62,19.03,1,0,0.58,382.8,Prone Cobras,1,20.96,352.46,['upper_back'],upperbody,0,0,0,1,0.88436907,0.5,0.182655361,0.125
44.95,1,73.17,1.74,24.17,1,13,1.17,1263.6,Prone Cobras,0,20.91,340.12,['upper_back'],upperbody,0,0,0,1,0.835586654,0,0.175337998,0.05
30.91,0,48.81,1.51,21.41,1,0,1.48,1465.2,Russian Twists,2,11.83,164.53,"['obliques', 'abs']",core,1,0,0,0,0.141445288,1,0.371216793,0.35
33.98,0,52.13,1.78,16.45,0,13,1.38,993.6,Bear Crawls,2,21.02,359.53,"['shoulders', 'core', 'legs']",fullbody,0,0,1,0,0.912318153,1,0.386847723,0.5
31.39,1,60.5,1.77,19.31,1,27,1.73,2025.66,Tricep Extensions,0,23.09,360.63,['triceps'],upperbody,1,0,0,0,0.916666667,0,0.4875,0.2
51.06,0,109.54,1.78,34.57,3,0,0.55,544.5,Decline Push-ups,0,18.88,345.25,"['lower_chest', 'triceps']",upperbody,1,0,0,0,0.85586654,0,0.478379981,0.2
33.94,0,47.24,1.61,18.22,0,14,1.04,749.42,Squats,1,21.95,340.79,"['quads', 'glutes', 'hamstrings']",lowerbody,1,0,0,0,0.838235294,0.5,0.475735294,0.275
22.95,0,41.78,1.58,16.74,0,0,0.55,362.34,Plank,2,22.93,361.74,"['core', 'shoulders', 'glutes']",core,1,0,0,1,0.921054712,1,0.538158207,0.4
