Age,Gender,Weight (kg),Height (m),BMI,Daily meals frequency,meal_name,meal_type,diet_type,cooking_method,Carbs,Proteins,Fats,Calories,Workout_Type,Calories_Burned,cal_balance,goal_label,meal_name_raw,meal_type_raw,diet_type_raw,cooking_method_raw
33.73,0,53.63,1.66,19.46,3.02,3,0,3,0,246.24,98.18,65.98,1379,1,1525.99,-146.99,1,Baked Breakfast Paleo,Breakfast,Paleo,Baked
32.67,1,53.87,1.66,19.55,2.98,61,2,1,2,247.34,99.21,66.03,1418,2,1228.72,189.28,0,Fried Lunch Keto,Lunch,Keto,Fried
30.84,0,42.69,1.76,13.78,3.0,135,2,3,5,203.42,81.26,53.29,1154,3,968.44,185.56,0,Roasted Lunch Paleo,Lunch,Paleo,Roasted
38.3,1,59.09,1.72,19.97,1.99,137,2,5,5,244.28,97.53,65.17,1611,2,1155.6,455.4,0,Roasted Lunch Vegetarian,Lunch,Vegetarian,Roasted
45.21,1,58.45,1.72,19.76,2.0,147,0,3,6,195.6,79.16,52.39,1654,1,1727.76,-73.76,1,Steamed Breakfast Paleo,Breakfast,Paleo,Steamed
51.87,1,63.76,1.62,24.3,4.0,59,1,5,2,193.45,77.75,51.35,1759,2,1393.2,365.8,0,Fried Dinner Vegetarian,Dinner,Vegetarian,Fried
42.3,1,50.95,1.75,16.64,3.01,116,3,2,4,237.21,94.77,62.8,1385,2,1389.72,-4.72,1,Raw Snack Low-Carb,Snack,Low-Carb,Raw
26.76,0,76.78,1.7,26.57,3.0,165,3,3,6,423.21,169.13,112.39,2430,2,962.05,1467.95,0,Steamed Snack Paleo,Snack,Paleo,Steamed
40.09,0,81.94,1.74,27.06,2.02,149,0,5,6,240.1,96.84,64.01,2041,0,800.8,1240.2,0,Steamed Breakfast Vegetarian,Breakfast,Vegetarian,Steamed
20.03,0,71.98,1.7,24.91,2.0,56,1,2,2,272.98,108.45,72.75,1893,3,922.37,970.63,0,Fried Dinner Low-Carb,Dinner,Low-Carb,Fried
39.86,1,55.33,1.61,21.35,1.99,93,3,3,3,274.59,109.02,73.3,1634,0,1614.48,19.52,0,Grilled Snack Paleo,Snack,Paleo,Grilled
21.8,0,49.73,1.59,19.67,2.98,44,3,2,1,201.89,80.23,53.99,1348,3,919.3,428.7,0,Boiled Snack Low-Carb,Snack,Low-Carb,Boiled
51.96,0,104.66,1.99,26.43,3.01,123,0,3,5,288.95,115.62,77.51,2726,2,933.14,1792.86,0,Roasted Breakfast Paleo,Breakfast,Paleo,Roasted
18.0,0,64.58,1.82,19.5,3.99,56,1,2,2,207.31,83.07,55.81,1861,1,1580.04,280.96,0,Fried Dinner Low-Carb,Dinner,Low-Carb,Fried
24.94,1,120.88,1.83,36.1,3.0,17,2,5,0,221.33,88.87,58.93,3260,2,1122.26,2137.74,0,Baked Lunch Vegetarian,Lunch,Vegetarian,Baked
27.95,0,87.1,1.76,28.12,2.99,48,0,0,2,274.49,109.69,73.48,2388,2,1294.92,1093.08,0,Fried Breakfast Balanced,Breakfast,Balanced,Fried
29.08,0,56.03,1.61,21.62,3.03,136,2,4,5,270.89,107.54,72.54,1375,0,1239.67,135.33,0,Roasted Lunch Vegan,Lunch,Vegan,Roasted
46.21,1,62.14,1.54,26.2,1.99,124,0,4,5,234.22,93.98,62.39,1742,2,1882.25,-140.25,1,Roasted Breakfast Vegan,Breakfast,Vegan,Roasted
18.0,0,92.11,1.74,30.42,3.01,86,2,2,3,280.77,112.39,74.99,2513,2,1408.36,1104.64,0,Grilled Lunch Low-Carb,Lunch,Low-Carb,Grilled
28.18,0,77.12,1.62,29.39,1.99,74,0,2,3,177.85,71.21,47.88,2018,1,1529.92,488.08,0,Grilled Breakfast Low-Carb,Breakfast,Low-Carb,Grilled
19.99,0,120.17,1.73,40.15,2.99,104,1,2,4,329.56,132.18,87.18,3105,0,960.0,2145.0,0,Raw Dinner Low-Carb,Dinner,Low-Carb,Raw
54.23,0,83.94,1.86,24.26,2.03,34,1,4,1,461.64,183.78,122.69,2388,2,1813.5,574.5,0,Boiled Dinner Vegan,Dinner,Vegan,Boiled
53.26,0,105.21,1.84,31.08,3.01,56,1,2,2,170.75,68.53,45.38,2831,1,822.8,2008.2,0,Fried Dinner Low-Carb,Dinner,Low-Carb,Fried
22.64,1,72.7,1.62,27.7,3.99,93,3,3,3,215.29,85.55,57.01,2114,2,1366.2,747.8,0,Grilled Snack Paleo,Snack,Paleo,Grilled
43.11,1,66.51,1.83,19.86,2.99,19,3,1,0,229.46,91.31,61.08,1861,2,1210.61,650.39,0,Baked Snack Keto,Snack,Keto,Baked
37.12,0,48.76,1.74,16.11,1.99,3,0,3,0,294.44,117.47,78.98,1133,3,792.0,341.0,0,Baked Breakfast Paleo,Breakfast,Paleo,Baked
47.92,0,52.26,1.66,18.97,3.0,8,1,2,0,204.6,81.94,54.37,1611,2,720.73,890.27,0,Baked Dinner Low-Carb,Dinner,Low-Carb,Baked
34.27,1,58.5,1.63,22.02,2.99,69,3,3,2,205.3,82.84,55.18,1561,0,1083.9,477.1,0,Fried Snack Paleo,Snack,Paleo,Fried
41.92,0,76.74,1.97,19.77,3.99,74,0,2,3,195.21,78.13,51.94,2101,2,1242.0,859.0,0,Grilled Breakfast Low-Carb,Breakfast,Low-Carb,Grilled
50.84,1,56.1,1.5,24.93,2.99,150,1,0,6,256.54,102.96,68.0,1427,2,1415.7,11.3,0,Steamed Dinner Balanced,Dinner,Balanced,Steamed
48.77,1,105.46,1.64,39.21,3.0,58,1,4,2,253.16,100.82,67.38,2768,3,856.09,1911.91,0,Fried Dinner Vegan,Dinner,Vegan,Fried
48.99,0,105.34,1.64,39.17,3.0,86,2,2,3,254.97,101.74,67.46,2742,2,1307.89,1434.11,0,Grilled Lunch Low-Carb,Lunch,Low-Carb,Grilled
39.95,1,63.11,2.0,15.78,2.99,157,2,1,6,244.96,97.82,64.96,1848,2,1534.88,313.12,0,Steamed Lunch Keto,Lunch,Keto,Steamed
40.32,1,62.72,1.53,26.79,4.01,118,3,4,4,365.09,146.21,97.27,1760,2,2258.1,-498.1,1,Raw Snack Vegan,Snack,Vegan,Raw
53.87,0,78.55,1.91,21.53,4.02,64,2,4,2,386.26,155.04,102.95,1986,0,712.8,1273.2,0,Fried Lunch Vegan,Lunch,Vegan,Fried
31.72,1,79.0,1.62,30.1,3.02,82,1,4,3,298.52,118.19,78.86,2217,1,1551.62,665.38,0,Grilled Dinner Vegan,Dinner,Vegan,Grilled
21.06,1,93.71,1.73,31.31,2.99,46,3,4,1,256.11,103.35,68.36,2375,3,661.2,1713.8,0,Boiled Snack Vegan,Snack,Vegan,Boiled
58.88,0,123.71,1.88,35.0,2.99,10,1,4,0,296.3,118.25,78.85,3157,3,938.34,2218.66,0,Baked Dinner Vegan,Dinner,Vegan,Baked
27.08,1,106.08,1.86,30.66,1.98,45,3,3,1,223.52,88.04,58.76,2908,2,1325.39,1582.61,0,Boiled Snack Paleo,Snack,Paleo,Boiled
56.15,1,88.33,1.85,25.81,2.02,14,2,2,0,222.9,89.11,58.95,2482,3,1232.4,1249.6,0,Baked Lunch Low-Carb,Lunch,Low-Carb,Baked
49.98,1,51.62,1.98,13.17,2.03,146,0,2,6,176.76,70.24,46.27,1516,2,910.8,605.2,0,Steamed Breakfast Low-Carb,Breakfast,Low-Carb,Steamed
41.94,1,76.17,1.97,19.63,4.01,101,0,5,4,195.94,77.45,51.76,1931,2,1223.45,707.55,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
48.87,0,115.32,1.91,31.61,3.0,111,2,3,4,220.89,88.64,58.82,2979,2,1367.44,1611.56,0,Raw Lunch Paleo,Lunch,Paleo,Raw
26.27,1,55.44,1.68,19.64,2.01,141,3,3,5,265.45,106.65,70.76,1596,2,1111.82,484.18,0,Roasted Snack Paleo,Snack,Paleo,Roasted
22.95,0,121.42,1.86,35.1,2.0,37,2,1,1,277.67,111.76,74.45,3421,2,722.7,2698.3,0,Boiled Lunch Keto,Lunch,Keto,Boiled
35.92,1,96.07,1.86,27.77,4.0,44,3,2,1,312.94,125.6,83.26,2589,2,1358.77,1230.23,0,Boiled Snack Low-Carb,Snack,Low-Carb,Boiled
34.95,0,58.48,1.66,21.22,3.03,91,3,1,3,233.36,94.17,62.57,1608,2,1287.0,321.0,0,Grilled Snack Keto,Snack,Keto,Grilled
34.78,0,44.79,1.62,17.07,2.02,155,1,5,6,171.59,68.71,45.83,1054,0,466.82,587.18,0,Steamed Dinner Vegetarian,Dinner,Vegetarian,Steamed
28.01,0,58.3,2.0,14.58,3.0,65,2,5,2,311.03,125.03,83.28,1615,3,951.98,663.02,0,Fried Lunch Vegetarian,Lunch,Vegetarian,Fried
58.45,1,52.85,1.79,16.49,3.01,167,3,5,6,217.19,87.03,58.07,1522,2,1107.79,414.21,0,Steamed Snack Vegetarian,Snack,Vegetarian,Steamed
42.16,1,62.17,1.98,15.86,3.01,132,2,0,5,201.16,79.92,53.47,1680,0,1364.34,315.66,0,Roasted Lunch Balanced,Lunch,Balanced,Roasted
38.72,0,55.11,1.6,21.53,2.97,7,1,1,0,231.23,91.93,61.01,1562,2,1552.61,9.39,0,Baked Dinner Keto,Dinner,Keto,Baked
43.05,0,58.14,1.61,22.43,3.0,134,2,2,5,245.27,97.77,65.48,1391,1,1373.94,17.06,0,Roasted Lunch Low-Carb,Lunch,Low-Carb,Roasted
25.88,0,76.39,1.63,28.75,2.0,48,0,0,2,283.25,112.79,75.97,1871,2,1068.23,802.77,0,Fried Breakfast Balanced,Breakfast,Balanced,Fried
31.22,1,86.74,1.76,28.0,1.99,109,2,1,4,281.15,112.39,75.1,2500,1,1705.64,794.36,0,Raw Lunch Keto,Lunch,Keto,Raw
30.73,0,79.75,1.54,33.63,2.98,19,3,1,0,302.6,121.37,80.25,2159,3,742.22,1416.78,0,Baked Snack Keto,Snack,Keto,Baked
23.79,0,58.85,1.76,19.0,3.0,31,1,1,1,297.21,118.85,79.19,1763,3,416.18,1346.82,0,Boiled Dinner Keto,Dinner,Keto,Boiled
45.64,1,88.96,1.63,33.48,2.0,5,0,5,0,236.84,95.19,63.64,2412,2,741.82,1670.18,0,Baked Breakfast Vegetarian,Breakfast,Vegetarian,Baked
46.03,0,72.51,1.87,20.74,3.01,66,3,0,2,280.69,111.94,74.86,2028,3,943.99,1084.01,0,Fried Snack Balanced,Snack,Balanced,Fried
44.04,1,42.82,1.78,13.51,3.0,0,0,0,0,209.41,84.64,55.69,1284,0,1429.21,-145.21,1,Baked Breakfast Balanced,Breakfast,Balanced,Baked
56.08,1,109.56,1.66,39.76,3.02,34,1,4,1,263.69,105.64,70.89,2858,3,935.22,1922.78,0,Boiled Dinner Vegan,Dinner,Vegan,Boiled
40.96,1,62.37,1.64,23.19,2.0,130,1,4,5,217.18,87.45,58.48,1783,0,2002.57,-219.57,1,Roasted Dinner Vegan,Dinner,Vegan,Roasted
55.55,1,40.33,1.8,12.45,4.01,34,1,4,1,222.54,88.4,58.37,1025,3,884.86,140.14,0,Boiled Dinner Vegan,Dinner,Vegan,Boiled
44.06,0,61.83,1.55,25.74,3.01,163,3,1,6,234.32,93.3,62.45,1708,0,1353.6,354.4,0,Steamed Snack Keto,Snack,Keto,Steamed
21.65,1,78.64,1.7,27.21,1.98,7,1,1,0,191.7,76.89,51.58,2144,2,1479.6,664.4,0,Baked Dinner Keto,Dinner,Keto,Baked
34.93,1,77.37,1.67,27.74,2.02,62,2,2,2,438.48,175.23,117.33,2194,3,814.96,1379.04,0,Fried Lunch Low-Carb,Lunch,Low-Carb,Fried
18.3,1,55.12,1.68,19.53,4.02,54,1,0,2,257.22,102.26,68.33,1666,0,1229.82,436.18,0,Fried Dinner Balanced,Dinner,Balanced,Fried
20.8,0,54.38,1.77,17.36,2.99,107,1,5,4,206.27,82.57,55.1,1438,1,664.9,773.1,0,Raw Dinner Vegetarian,Dinner,Vegetarian,Raw
50.06,0,90.61,1.71,30.99,3.01,70,3,4,2,258.96,102.9,68.88,2552,0,1027.2,1524.8,0,Fried Snack Vegan,Snack,Vegan,Fried
23.16,1,40.17,1.75,13.12,2.02,133,2,1,5,298.54,118.23,79.34,1201,3,541.2,659.8,0,Roasted Lunch Keto,Lunch,Keto,Roasted
49.75,1,50.58,1.69,17.71,1.98,71,3,5,2,264.74,104.88,70.36,1533,2,1294.54,238.46,0,Fried Snack Vegetarian,Snack,Vegetarian,Fried
31.91,1,62.02,1.58,24.84,2.01,29,0,5,1,202.61,81.4,53.77,1846,0,1944.8,-98.8,1,Boiled Breakfast Vegetarian,Breakfast,Vegetarian,Boiled
18.0,0,68.59,1.8,21.17,2.99,120,0,0,5,295.48,118.64,79.23,2040,2,1188.0,852.0,0,Roasted Breakfast Balanced,Breakfast,Balanced,Roasted
25.53,1,76.96,1.63,28.97,2.02,34,1,4,1,281.2,112.4,75.02,2199,3,705.56,1493.44,0,Boiled Dinner Vegan,Dinner,Vegan,Boiled
52.03,1,116.19,1.69,40.68,2.02,8,1,2,0,233.49,93.91,62.41,3016,0,482.68,2533.32,0,Baked Dinner Low-Carb,Dinner,Low-Carb,Baked
36.19,1,47.79,1.68,16.93,1.99,101,0,5,4,275.14,110.43,73.11,1446,3,818.4,627.6,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
21.99,1,88.95,1.62,33.89,4.0,69,3,3,2,397.15,159.4,106.12,2570,1,2688.4,-118.4,1,Fried Snack Paleo,Snack,Paleo,Fried
20.19,1,83.25,1.8,25.69,2.99,21,3,3,0,232.07,92.75,61.63,2377,3,528.0,1849.0,0,Baked Snack Paleo,Snack,Paleo,Baked
53.08,0,83.59,1.76,26.99,2.01,48,0,0,2,248.15,100.7,66.85,2387,1,2368.32,18.68,0,Fried Breakfast Balanced,Breakfast,Balanced,Fried
30.85,1,43.39,1.76,14.01,2.99,114,3,0,4,203.04,80.99,53.72,1176,0,1294.78,-118.78,1,Raw Snack Balanced,Snack,Balanced,Raw
34.66,1,63.76,1.74,21.06,2.0,49,0,1,2,241.16,94.71,63.79,1707,1,1358.47,348.53,0,Fried Breakfast Keto,Breakfast,Keto,Fried
27.01,0,102.09,1.82,30.82,3.01,6,1,0,0,161.07,63.76,42.38,2634,2,1505.7,1128.3,0,Baked Dinner Balanced,Dinner,Balanced,Baked
48.27,1,73.68,1.61,28.42,1.99,127,1,1,5,213.37,85.09,56.95,2091,3,979.2,1111.8,0,Roasted Dinner Keto,Dinner,Keto,Roasted
32.5,0,106.13,1.6,41.46,3.01,71,3,5,2,184.45,73.96,49.37,2822,0,1353.6,1468.4,0,Fried Snack Vegetarian,Snack,Vegetarian,Fried
30.88,0,53.27,1.64,19.81,3.01,92,3,2,3,253.76,101.74,67.59,1519,0,501.6,1017.4,0,Grilled Snack Low-Carb,Snack,Low-Carb,Grilled
28.82,0,105.93,1.81,32.33,2.01,160,2,4,6,264.51,105.01,70.87,2910,0,1227.78,1682.22,0,Steamed Lunch Vegan,Lunch,Vegan,Steamed
21.79,0,110.95,1.92,30.1,1.99,6,1,0,0,327.56,131.42,87.1,2994,3,843.8,2150.2,0,Baked Dinner Balanced,Dinner,Balanced,Baked
53.91,1,117.17,1.62,44.65,2.99,40,2,4,1,252.19,100.7,67.32,3113,1,1384.84,1728.16,0,Boiled Lunch Vegan,Lunch,Vegan,Boiled
42.91,0,42.78,1.65,15.71,3.01,44,3,2,1,255.29,102.53,68.03,1337,3,956.8,380.2,0,Boiled Snack Low-Carb,Snack,Low-Carb,Boiled
18.1,0,52.28,1.74,17.27,3.99,89,2,5,3,297.28,119.37,79.99,1349,0,1056.0,293.0,0,Grilled Lunch Vegetarian,Lunch,Vegetarian,Grilled
55.94,1,69.35,1.68,24.57,3.0,25,0,1,1,311.93,124.72,82.98,1841,1,811.44,1029.56,0,Boiled Breakfast Keto,Breakfast,Keto,Boiled
58.97,0,96.53,1.71,33.01,2.02,76,0,4,3,276.26,110.19,72.31,2674,2,575.24,2098.76,0,Grilled Breakfast Vegan,Breakfast,Vegan,Grilled
40.87,1,82.76,1.66,30.03,4.01,71,3,5,2,265.63,107.23,70.67,2107,1,2835.76,-728.76,1,Fried Snack Vegetarian,Snack,Vegetarian,Fried
55.01,1,76.23,1.73,25.47,2.99,15,2,3,0,257.36,102.62,68.31,2240,3,705.56,1534.44,0,Baked Lunch Paleo,Lunch,Paleo,Baked
28.0,1,71.8,1.67,25.74,1.99,38,2,2,1,233.73,93.1,61.93,1866,2,1575.49,290.51,0,Boiled Lunch Low-Carb,Lunch,Low-Carb,Boiled
54.86,1,91.6,1.78,28.91,2.98,126,1,0,5,225.23,91.16,60.13,2303,2,1434.2,868.8,0,Roasted Dinner Balanced,Dinner,Balanced,Roasted
36.12,1,59.3,1.72,20.04,3.0,140,3,2,5,179.6,72.25,48.28,1667,2,1902.7,-235.7,1,Roasted Snack Low-Carb,Snack,Low-Carb,Roasted
31.08,1,60.93,1.76,19.67,2.99,48,0,0,2,183.95,73.71,49.15,1862,2,2117.7,-255.7,1,Fried Breakfast Balanced,Breakfast,Balanced,Fried
28.72,0,86.37,1.62,32.91,2.02,145,0,1,6,230.78,92.09,61.47,2417,3,1185.6,1231.4,0,Steamed Breakfast Keto,Breakfast,Keto,Steamed
55.75,0,129.15,1.78,40.76,3.02,39,2,3,1,172.99,70.91,46.45,3147,1,1558.06,1588.94,0,Boiled Lunch Paleo,Lunch,Paleo,Boiled
26.14,0,43.84,1.6,17.12,1.99,115,3,1,4,210.51,83.73,55.85,1339,2,1080.08,258.92,0,Raw Snack Keto,Snack,Keto,Raw
44.84,0,77.83,1.96,20.26,3.99,73,0,1,3,220.83,87.96,59.32,2074,1,1551.62,522.38,0,Grilled Breakfast Keto,Breakfast,Keto,Grilled
30.37,1,77.61,1.77,24.77,3.99,7,1,1,0,286.29,114.67,76.12,2177,2,1520.26,656.74,0,Baked Dinner Keto,Dinner,Keto,Baked
22.11,0,70.87,1.93,19.03,3.0,132,2,0,5,219.56,86.56,58.12,1902,3,1022.4,879.6,0,Roasted Lunch Balanced,Lunch,Balanced,Roasted
21.03,0,94.02,1.73,31.41,2.98,107,1,5,4,256.41,102.58,68.33,2643,3,660.0,1983.0,0,Raw Dinner Vegetarian,Dinner,Vegetarian,Raw
47.92,0,84.13,1.82,25.4,3.0,40,2,4,1,235.53,93.3,61.9,2384,1,2714.91,-330.91,1,Boiled Lunch Vegan,Lunch,Vegan,Boiled
41.3,1,66.24,1.77,21.14,4.0,128,1,2,5,279.39,111.69,74.26,1849,1,1613.08,235.92,0,Roasted Dinner Low-Carb,Dinner,Low-Carb,Roasted
49.19,1,69.1,1.62,26.33,2.0,115,3,1,4,204.9,82.26,54.77,1858,2,1230.17,627.83,0,Raw Snack Keto,Snack,Keto,Raw
44.67,1,81.16,1.61,31.31,3.0,159,2,3,6,304.81,122.37,81.59,2260,1,1519.26,740.74,0,Steamed Lunch Paleo,Lunch,Paleo,Steamed
31.95,1,50.13,1.62,19.1,3.0,111,2,3,4,248.26,99.35,65.83,1465,2,1284.13,180.87,0,Raw Lunch Paleo,Lunch,Paleo,Raw
59.19,0,54.59,1.57,22.15,2.99,65,2,5,2,267.63,107.27,71.97,1623,1,702.44,920.56,0,Fried Lunch Vegetarian,Lunch,Vegetarian,Fried
25.67,1,59.1,1.51,25.92,3.99,36,2,0,1,179.93,70.88,48.3,1743,2,1975.78,-232.78,1,Boiled Lunch Balanced,Lunch,Balanced,Boiled
24.92,0,57.82,1.56,23.76,3.98,101,0,5,4,198.86,79.02,51.74,1364,0,1304.51,59.49,0,Raw Breakfast Vegetarian,Breakfast,Vegetarian,Raw
31.2,1,42.52,1.6,16.61,3.0,108,2,0,4,191.39,76.75,50.81,1256,2,1163.48,92.52,0,Raw Lunch Balanced,Lunch,Balanced,Raw
18.74,1,88.08,1.77,28.11,3.0,161,2,5,6,251.8,100.74,67.52,2267,0,1437.6,829.4,0,Steamed Lunch Vegetarian,Lunch,Vegetarian,Steamed
42.11,0,48.37,1.5,21.5,3.0,40,2,4,1,266.41,107.21,71.51,1296,2,1231.2,64.8,0,Boiled Lunch Vegan,Lunch,Vegan,Boiled
48.92,1,82.0,1.85,23.96,2.98,98,0,2,4,321.66,129.44,85.96,2234,3,928.8,1305.2,0,Raw Breakfast Low-Carb,Breakfast,Low-Carb,Raw
40.62,1,77.89,1.76,25.15,1.99,142,3,4,5,250.33,99.78,66.8,2194,3,907.2,1286.8,0,Roasted Snack Vegan,Snack,Vegan,Roasted
47.06,0,45.64,1.93,12.25,3.0,152,1,2,6,285.83,114.71,76.21,1139,2,1392.04,-253.04,1,Steamed Dinner Low-Carb,Dinner,Low-Carb,Steamed
19.2,0,71.36,1.75,23.3,2.01,80,1,2,3,166.14,65.27,43.46,1869,0,1158.7,710.3,0,Grilled Dinner Low-Carb,Dinner,Low-Carb,Grilled
37.67,0,59.25,1.72,20.03,2.0,26,0,2,1,243.73,97.86,65.25,1864,2,1142.89,721.11,0,Boiled Breakfast Low-Carb,Breakfast,Low-Carb,Boiled
45.55,0,113.32,1.72,38.3,3.0,149,0,5,6,209.25,83.68,55.93,2793,1,992.2,1800.8,0,Steamed Breakfast Vegetarian,Breakfast,Vegetarian,Steamed
49.93,0,57.04,1.6,22.28,4.02,162,3,0,6,214.38,85.69,57.06,1622,2,2204.68,-582.68,1,Steamed Snack Balanced,Snack,Balanced,Steamed
30.95,1,61.32,1.77,19.57,3.99,34,1,4,1,260.93,104.66,70.26,1752,2,2013.95,-261.95,1,Boiled Dinner Vegan,Dinner,Vegan,Boiled
29.06,0,68.89,1.72,23.29,1.98,99,0,3,4,232.51,94.44,62.23,1919,2,1153.67,765.33,0,Raw Breakfast Paleo,Breakfast,Paleo,Raw
54.78,0,49.14,1.76,15.86,3.02,86,2,2,3,197.36,79.08,52.93,1524,3,844.03,679.97,0,Grilled Lunch Low-Carb,Lunch,Low-Carb,Grilled
29.81,1,62.1,1.52,26.88,2.97,61,2,1,2,337.08,135.22,89.76,1720,0,1864.46,-144.46,1,Fried Lunch Keto,Lunch,Keto,Fried
31.79,1,77.68,1.92,21.07,2.99,117,3,3,4,157.12,63.69,42.42,2032,3,999.97,1032.03,0,Raw Snack Paleo,Snack,Paleo,Raw
42.05,0,57.5,1.57,23.33,3.0,40,2,4,1,295.23,117.98,78.66,1724,0,1915.07,-191.07,1,Boiled Lunch Vegan,Lunch,Vegan,Boiled
19.6,1,123.82,1.82,37.38,3.02,13,2,1,0,279.8,111.52,74.35,3155,0,1201.0,1954.0,0,Baked Lunch Keto,Lunch,Keto,Baked
32.85,0,65.26,1.71,22.32,3.01,115,3,1,4,199.37,79.24,52.59,1933,2,1263.6,669.4,0,Raw Snack Keto,Snack,Keto,Raw
49.85,0,102.1,1.67,36.61,3.01,49,0,1,2,313.25,125.3,83.16,2630,0,474.77,2155.23,0,Fried Breakfast Keto,Breakfast,Keto,Fried
31.89,0,89.85,1.92,24.37,4.01,92,3,2,3,335.8,134.18,89.64,2413,0,2016.05,396.95,0,Grilled Snack Low-Carb,Snack,Low-Carb,Grilled
43.25,1,45.95,1.63,17.29,2.99,113,2,5,4,233.82,93.81,62.57,1173,1,1427.8,-254.8,1,Raw Lunch Vegetarian,Lunch,Vegetarian,Raw
40.12,1,64.34,1.61,24.82,3.04,48,0,0,2,257.23,102.76,68.39,1764,3,865.39,898.61,0,Fried Breakfast Balanced,Breakfast,Balanced,Fried
49.14,1,68.92,1.52,29.83,3.02,89,2,5,3,187.5,75.31,50.04,2040,0,1390.84,649.16,0,Grilled Lunch Vegetarian,Lunch,Vegetarian,Grilled
33.47,0,56.56,1.54,23.85,2.98,71,3,5,2,306.2,122.21,81.63,1489,3,698.96,790.04,0,Fried Snack Vegetarian,Snack,Vegetarian,Fried
49.19,0,42.15,1.52,18.24,2.99,13,2,1,0,238.46,95.79,63.83,1408,0,969.76,438.24,0,Baked Lunch Keto,Lunch,Keto,Baked
38.39,1,47.62,1.74,15.73,3.0,61,2,1,2,243.41,97.28,64.64,1378,0,980.02,397.98,0,Fried Lunch Keto,Lunch,Keto,Fried
49.92,0,80.78,1.77,25.78,3.01,157,2,1,6,213.47,84.66,56.44,2344,1,2649.57,-305.57,1,Steamed Lunch Keto,Lunch,Keto,Steamed
32.04,1,86.83,1.6,33.92,3.0,145,0,1,6,198.36,79.34,53.64,2299,0,2078.4,220.6,0,Steamed Breakfast Keto,Breakfast,Keto,Steamed
32.13,0,78.29,1.62,29.83,2.99,152,1,2,6,297.88,118.28,78.96,2134,2,1267.2,866.8,0,Steamed Dinner Low-Carb,Dinner,Low-Carb,Steamed
48.26,1,52.08,1.66,18.9,2.99,3,0,3,0,202.86,81.47,54.2,1308,0,652.38,655.62,0,Baked Breakfast Paleo,Breakfast,Paleo,Baked
29.45,1,77.47,1.77,24.73,4.03,69,3,3,2,285.27,115.24,76.34,2253,1,1862.75,390.25,0,Fried Snack Paleo,Snack,Paleo,Fried
53.61,0,72.19,1.78,22.78,3.97,3,0,3,0,238.67,94.88,62.72,1582,2,1259.59,322.41,0,Baked Breakfast Paleo,Breakfast,Paleo,Baked
24.83,1,40.31,1.67,14.45,3.01,35,1,5,1,300.0,119.33,80.02,1308,0,991.27,316.73,0,Boiled Dinner Vegetarian,Dinner,Vegetarian,Boiled
54.92,0,86.19,1.77,27.51,2.97,152,1,2,6,254.73,102.94,68.06,2330,2,1078.2,1251.8,0,Steamed Dinner Low-Carb,Dinner,Low-Carb,Steamed
41.83,1,63.83,1.77,20.37,3.98,43,3,1,1,409.49,163.16,109.04,1891,2,1437.6,453.4,0,Boiled Snack Keto,Snack,Keto,Boiled
53.97,1,75.8,1.72,25.62,4.01,106,1,4,4,174.64,69.8,47.03,2109,0,862.4,1246.6,0,Raw Dinner Vegan,Dinner,Vegan,Raw
39.95,0,57.61,1.71,19.7,1.98,112,2,4,4,193.34,76.83,50.48,1715,3,1460.84,254.16,0,Raw Lunch Vegan,Lunch,Vegan,Raw
48.83,1,43.39,1.65,15.94,3.02,95,3,5,3,265.3,106.98,70.73,1281,3,827.31,453.69,0,Grilled Snack Vegetarian,Snack,Vegetarian,Grilled
46.02,1,58.94,1.7,20.39,2.01,167,3,5,6,209.21,84.3,55.59,1544,0,1580.8,-36.8,1,Steamed Snack Vegetarian,Snack,Vegetarian,Steamed
18.24,1,117.82,1.64,43.81,4.0,28,0,4,1,203.01,81.5,54.38,2970,1,1126.32,1843.68,0,Boiled Breakfast Vegan,Breakfast,Vegan,Boiled
25.85,0,111.19,1.9,30.8,2.01,152,1,2,6,180.64,72.56,47.64,2707,0,898.42,1808.58,0,Steamed Dinner Low-Carb,Dinner,Low-Carb,Steamed
38.71,1,41.95,1.75,13.7,2.02,119,3,5,4,249.24,100.51,67.06,1107,3,745.8,361.2,0,Raw Snack Vegetarian,Snack,Vegetarian,Raw
18.12,1,70.53,1.61,27.21,3.0,58,1,4,2,206.92,83.47,55.69,1855,3,858.0,997.0,0,Fried Dinner Vegan,Dinner,Vegan,Fried
33.85,1,115.31,1.81,35.2,3.02,139,3,1,5,230.4,92.78,62.26,2853,2,1343.95,1509.05,0,Roasted Snack Keto,Snack,Keto,Roasted
18.19,0,66.98,1.6,26.16,1.99,107,1,5,4,250.38,100.29,66.44,1907,1,726.66,1180.34,0,Raw Dinner Vegetarian,Dinner,Vegetarian,Raw
38.68,0,55.74,1.6,21.77,2.01,94,3,4,3,206.57,82.88,55.54,1414,3,587.4,826.6,0,Grilled Snack Vegan,Snack,Vegan,Grilled
27.16,0,102.4,1.83,30.58,3.0,37,2,1,1,161.52,63.89,42.59,2524,3,1023.25,1500.75,0,Boiled Lunch Keto,Lunch,Keto,Boiled
